 24 3594.317776 6.905E-30 2.174E-03.07020.092 1576.80430.73-.003010       3 1 1 01       0 2 2 01                    R 25f     3666632432 9 9 711   318.0  306.0
 11 3594.319386 1.056E-30 1.252E-01.03810.391 4468.69320.40-.005950          0 2 1          0 0 1  6  6  0        5  5  1      432230807294713152    39.0   33.0
 23 3594.331111 2.828E-30 7.106E-03.06400.070 2503.54190.72-.004263       3 1 1 01       0 2 2 01                    R 56f     3655532432 9 9 711   115.0  113.0
 22 3594.334711 4.870E-26 8.733E+00.06550.074 2295.01430.74-.004930       1 2 2 11       0 2 2 01                    P 50e     4755532431 9 9 711   198.0  202.0
 21 3594.338538 2.018E-27 5.186E-03.07160.095 2184.49490.71-.002821       2 4 4 01       0 3 3 01                    R 21e     3666632429 9 9 711    45.0   43.0
 22 3594.341689 1.620E-24 8.835E+00.06590.075 1567.93240.74-.004879       1 1 1 11       0 1 1 01                    P 48f     4765632431 9 9 711   190.0  194.0
 22 3594.342535 1.350E-29 2.792E-01.07820.107 2971.49060.68-.003368       1 1 1 21       0 1 1 11                    Q 11f     3666632431 9 9 711    46.0   46.0
 24 3594.346895 5.705E-27 6.368E+00.06320.069 2006.95830.72-.005605       1 1 1 12       0 1 1 01                    R 59f     4755532432 9 9 711   726.0  714.0
 21 3594.347281 2.513E-30 3.204E-02.06610.075 4088.84820.74-.003982       3 4 4 02       1 3 3 02                    R 46f     3665632429 9 9 711    95.0   93.0
 23 3594.378184 4.393E-30 4.440E-02.06260.068 2803.69950.71-.005283       1 2 2 11       1 0 0 01                    P 62e     3655532432 9 9 711   123.0  125.0
 22 3594.398555 2.280E-30 3.252E+01.07250.097 4435.09940.71-.003561       2 1 1 21       1 1 1 11                    R 19f     3666632431 9 9 711    82.0   78.0
 21 3594.400389 1.447E-29 7.909E-04.05710.064 3073.12740.66-.004890       2 2 2 01       0 1 1 01                    R 78f     3655532429 9 9 711   159.0  157.0
 14 3594.402695 1.151E-29 1.554E+01.07460.378 3121.49700.79-.012630          1 0 1          1 0 0  6  1  6        7  1  7      5622205041 7833348    78.0   90.0
 21 3594.402743 3.368E-26 5.548E+00.05980.066 3278.27570.68-.005973       1 2 2 12       0 2 2 01                    R 70e     4755532429 9 9 711   143.0  141.0
