3568,6020737327	0,8819676776
3568,6062211982	0,8832985670
3568,6103686636	0,8845289276
3568,6145161290	0,8856589542
3568,6186635945	0,8866871617
3568,6228110599	0,8876155264
3568,6269585253	0,8884432074
3568,6311059908	0,8891683662
3568,6352534562	0,8897921564
3568,6394009217	0,8903128724
3568,6435483871	0,8907284720
3568,6476958525	0,8910394666
3568,6518433180	0,8912430185
3568,6559907834	0,8913370865
3568,6601382488	0,8913208263
3568,6642857143	0,8911913316
3568,6684331797	0,8909465585
3568,6725806452	0,8905383307
3568,6767281106	0,8900550681
3568,6808755760	0,8894503783
3568,6850230415	0,8887225734
3568,6891705069	0,8878702536
3568,6933179723	0,8868922040
3568,6974654378	0,8857880213
3568,7016129032	0,8845576577
3568,7057603687	0,8832033161
3568,7099078341	0,8817281342
3568,7140552995	0,8801348000
3568,7182027650	0,8784325392
3568,7223502304	0,8766300696
3568,7264976958	0,8747365351
3568,7306451613	0,8727712664
3568,7347926267	0,8707513505
3568,7389400922	0,8686957837
3568,7430875576	0,8666358748
3568,7472350230	0,8645983681
3568,7513824885	0,8626144736
3568,7555299539	0,8607261254
3568,7596774194	0,8589669649
3568,7638248848	0,8573764426
3568,7679723502	0,8559999920
3568,7721198157	0,8548688156
3568,7762672811	0,8540202674
3568,7804147465	0,8534900198
3568,7845622120	0,8532919082
3568,7887096774	0,8534489002
3568,7928571429	0,8539739307
3568,7970046083	0,8548526157
3568,8011520737	0,8560868636
3568,8052995392	0,8576626505
3568,8094470046	0,8595369802
3568,8135944700	0,8616967092
3568,8177419355	0,8641074767
3568,8218894009	0,8667116433
3568,8260368664	0,8694910261
3568,8301843318	0,8724037576
3568,8343317972	0,8753973327
3568,8384792627	0,8784552534
3568,8426267281	0,8815414384
3568,8467741935	0,8846200341
3568,8509216590	0,8876781836
3568,8550691244	0,8906931977
3568,8592165899	0,8936466465
3568,8633640553	0,8965275376
3568,8675115207	0,8993330605
3568,8716589862	0,9020554029
3568,8758064516	0,9046806809
3568,8799539170	0,9072323299
3568,8841013825	0,9096990390
3568,8882488479	0,9120627370
3568,8923963134	0,9143759008
3568,8965437788	0,9166086930
3568,9006912442	0,9187430900
3568,9048387097	0,9208531185
3568,9089861751	0,9228851310
3568,9131336405	0,9248738861
3568,9172811060	0,9268026969
3568,9214285714	0,9286542936
3568,9255760369	0,9304312881
3568,9297235023	0,9321826451
3568,9338709677	0,9338637554
3568,9380184332	0,9354817940
3568,9421658986	0,9370538667
3568,9463133640	0,9385658671
3568,9504608295	0,9400198486
3568,9546082949	0,9414171503
3568,9587557604	0,9427632916
3568,9629032258	0,9440533281
3568,9670506912	0,9452858903
3568,9711981567	0,9464749650
3568,9753456221	0,9476094679
3568,9794930875	0,9486922559
3568,9836405530	0,9497380796
3568,9877880184	0,9507302001
3568,9919354839	0,9516779068
3568,9960829493	0,9525939265
3569,0002304147	0,9534585189
3569,0043778802	0,9542870082
3569,0085253456	0,9550883437
3569,0126728110	0,9558398839
3569,0168202765	0,9565627290
3569,0209677419	0,9572622095
3569,0251152074	0,9579128491
3569,0292626728	0,9585413245
3569,0334101382	0,9591473044
3569,0375576037	0,9597082742
3569,0417050691	0,9602507698
3569,0458525345	0,9607699563
3569,0500000000	0,9612485725
3569,0541474654	0,9617110651
3569,0582949309	0,9621482561
3569,0624423963	0,9625483541
3569,0665898617	0,9629344340
3569,0707373272	0,9632915936
3569,0748847926	0,9636145011
3569,0790322580	0,9639249373
3569,0831797235	0,9642007458
3569,0873271889	0,9644452192
3569,0914746544	0,9646786463
3569,0956221198	0,9648694528
3569,0997695852	0,9650325450
3569,1039170507	0,9651858329
3569,1080645161	0,9652870345
3569,1122119816	0,9653655953
3569,1163594470	0,9654353749
3569,1205069124	0,9654434316
3569,1246543779	0,9654355934
3569,1288018433	0,9654198515
3569,1329493087	0,9653465200
3569,1370967742	0,9652651595
3569,1412442396	0,9651742246
3569,1453917051	0,9650543320
3569,1495391705	0,9649279560
3569,1536866359	0,9648021744
3569,1578341014	0,9646960184
3569,1619815668	0,9645838211
3569,1661290322	0,9645035327
3569,1702764977	0,9644953100
3569,1744239631	0,9644816342
3569,1785714286	0,9645469638
3569,1827188940	0,9647144843
3569,1868663594	0,9648769782
3569,1910138249	0,9651538677
3569,1951612903	0,9655222264
3569,1993087557	0,9658860840
3569,2034562212	0,9663584514
3569,2076036866	0,9668831655
3569,2117511521	0,9674039048
3569,2158986175	0,9679877522
3569,2200460829	0,9685868585
3569,2241935484	0,9691824941
3569,2283410138	0,9697836910
3569,2324884792	0,9703829573
3569,2366359447	0,9709789314
3569,2407834101	0,9715359412
3569,2449308756	0,9720901323
3569,2490783410	0,9726350430
3569,2532258064	0,9731288889
3569,2573732719	0,9736203070
3569,2615207373	0,9740964192
3569,2656682027	0,9745275152
3569,2698156682	0,9749565616
3569,2739631336	0,9753654389
3569,2781105991	0,9757377281
3569,2822580645	0,9761082540
3569,2864055299	0,9764570057
3569,2905529954	0,9767805262
3569,2947004608	0,9771024225
3569,2988479262	0,9774023214
3569,3029953917	0,9776854168
3569,3071428571	0,9779668546
3569,3112903226	0,9782272106
3569,3154377880	0,9784768387
3569,3195852534	0,9787246984
3569,3237327189	0,9789534693
3569,3278801843	0,9791761147
3569,3320276497	0,9793969547
3569,3361751152	0,9796014027
3569,3403225806	0,9798025997
3569,3444700461	0,9800016205
3569,3486175115	0,9801878249
3569,3527649769	0,9803721363
3569,3569124424	0,9805529283
3569,3610599078	0,9807246921
3569,3652073732	0,9808945984
3569,3693548387	0,9810609610
3569,3735023041	0,9812204803
3569,3776497696	0,9813782069
3569,3817972350	0,9815317796
3569,3859447004	0,9816795001
3569,3900921659	0,9818254982
3569,3942396313	0,9819666466
3569,3983870967	0,9821023013
3569,4025345622	0,9822360190
3569,4066820276	0,9823642347
3569,4108294931	0,9824882141
3569,4149769585	0,9826106499
3569,4191244239	0,9827271275
3569,4232718894	0,9828402551
3569,4274193548	0,9829518760
3569,4315668203	0,9830572564
3569,4357142857	0,9831601184
3569,4398617511	0,9832610372
3569,4440092166	0,9833551301
3569,4481566820	0,9834474138
3569,4523041474	0,9835380142
3569,4564516129	0,9836223505
3569,4605990783	0,9837052492
3569,4647465438	0,9837859375
3569,4688940092	0,9838611100
3569,4730414746	0,9839348384
3569,4771889401	0,9840058126
3569,4813364055	0,9840714768
3569,4854838709	0,9841353434
3569,4896313364	0,9841958588
3569,4937788018	0,9842519180
3569,4979262673	0,9843064614
3569,5020737327	0,9843567088
3569,5062211981	0,9844031385
3569,5103686636	0,9844479467
3569,5145161290	0,9844879555
3569,5186635944	0,9845243012
3569,5228110599	0,9845587307
3569,5269585253	0,9845869783
3569,5311059908	0,9846120054
3569,5352534562	0,9846353936
3569,5394009216	0,9846517255
3569,5435483871	0,9846654061
3569,5476958525	0,9846775034
3569,5518433179	0,9846809995
3569,5559907834	0,9846826852
3569,5601382488	0,9846824135
3569,5642857143	0,9846725397
3569,5684331797	0,9846612210
3569,5725806451	0,9846471361
3569,5767281106	0,9846238987
3569,5808755760	0,9846002594
3569,5850230414	0,9845729260
3569,5891705069	0,9845371532
3569,5933179723	0,9845020098
3569,5974654378	0,9844619580
3569,6016129032	0,9844146489
3569,6057603686	0,9843688987
3569,6099078341	0,9843159817
3569,6140552995	0,9842571548
3569,6182027649	0,9842007112
3569,6223502304	0,9841344610
3569,6264976958	0,9840635057
3569,6306451613	0,9839947982
3569,6347926267	0,9839124306
3569,6389400921	0,9838264792
3569,6430875576	0,9837419304
3569,6472350230	0,9836399402
3569,6513824884	0,9835352893
3569,6555299539	0,9834309555
3569,6596774193	0,9833107233
3569,6638248848	0,9831897416
3569,6679723502	0,9830676011
3569,6721198156	0,9829384886
3569,6762672811	0,9828083964
3569,6804147465	0,9826795345
3569,6845622119	0,9825588789
3569,6887096774	0,9824368204
3569,6928571428	0,9823249356
3569,6970046083	0,9822377226
3569,7011520737	0,9821490647
3569,7052995391	0,9820867213
3569,7094470046	0,9820602415
3569,7135944700	0,9820323279
3569,7177419354	0,9820471178
3569,7218894009	0,9820981036
3569,7260368663	0,9821477416
3569,7301843318	0,9822477106
3569,7343317972	0,9823734716
3569,7384792626	0,9824979873
3569,7426267281	0,9826666249
3569,7467741935	0,9828476375
3569,7509216589	0,9830274567
3569,7550691244	0,9832334748
3569,7592165898	0,9834421428
3569,7633640553	0,9836497538
3569,7675115207	0,9838625322
3569,7716589861	0,9840743214
3569,7758064516	0,9842836155
3569,7799539170	0,9844826082
3569,7841013825	0,9846806337
3569,7882488479	0,9848736536
3569,7923963133	0,9850513704
3569,7965437788	0,9852281409
3569,8006912442	0,9853965374
3569,8048387096	0,9855491235
3569,8089861751	0,9857007716
3569,8131336405	0,9858420506
3569,8172811060	0,9859703413
3569,8214285714	0,9860976850
3569,8255760368	0,9862134842
3569,8297235023	0,9863200046
3569,8338709677	0,9864255785
3569,8380184331	0,9865192094
3569,8421658986	0,9866065444
3569,8463133640	0,9866929165
3569,8504608295	0,9867674751
3569,8546082949	0,9868381160
3569,8587557603	0,9869074532
3569,8629032258	0,9869653686
3569,8670506912	0,9870211154
3569,8711981566	0,9870757046
3569,8753456221	0,9871196968
3569,8794930875	0,9871626317
3569,8836405530	0,9872034560
3569,8877880184	0,9872360374
3569,8919354838	0,9872675119
3569,8960829493	0,9872961727
3569,9002304147	0,9873181108
3569,9043778801	0,9873388089
3569,9085253456	0,9873561594
3569,9126728110	0,9873683195
3569,9168202765	0,9873792373
3569,9209677419	0,9873863731
3569,9251152073	0,9873893426
3569,9292626728	0,9873909116
3569,9334101382	0,9873883557
3569,9375576036	0,9873823601
3569,9417050691	0,9873745944
3569,9458525345	0,9873624874
3569,9500000000	0,9873475261
3569,9541474654	0,9873308206
3569,9582949308	0,9873099513
3569,9624423963	0,9872866316
3569,9665898617	0,9872613568
3569,9707373271	0,9872325921
3569,9748847926	0,9872016317
3569,9790322580	0,9871685791
3569,9831797235	0,9871332654
3569,9873271889	0,9870958331
3569,9914746543	0,9870566630
3569,9956221198	0,9870169186
3569,9997695852	0,9869754957
3570,0039170506	0,9869330980
3570,0080645161	0,9868909272
3570,0122119815	0,9868475872
3570,0163594470	0,9868038858
3570,0205069124	0,9867604226
3570,0246543778	0,9867161056
3570,0288018433	0,9866713482
3570,0329493087	0,9866262040
3570,0370967741	0,9865801660
3570,0412442396	0,9865324197
3570,0453917050	0,9864829198
3570,0495391705	0,9864312616
3570,0536866359	0,9863760422
3570,0578341013	0,9863173811
3570,0619815668	0,9862552736
3570,0661290322	0,9861879641
3570,0702764976	0,9861162907
3570,0744239631	0,9860404167
3570,0785714285	0,9859586513
3570,0827188940	0,9858722368
3570,0868663594	0,9857810027
3570,0910138248	0,9856834349
3570,0951612903	0,9855807743
3570,0993087557	0,9854726111
3570,1034562212	0,9853578602
3570,1076036866	0,9852373381
3570,1117511520	0,9851105234
3570,1158986175	0,9849768425
3570,1200460829	0,9848365843
3570,1241935483	0,9846901793
3570,1283410138	0,9845370410
3570,1324884792	0,9843779867
3570,1366359447	0,9842128408
3570,1407834101	0,9840420047
3570,1449308755	0,9838665143
3570,1490783410	0,9836862165
3570,1532258064	0,9835017823
3570,1573732718	0,9833138550
3570,1615207373	0,9831217501
3570,1656682027	0,9829254823
3570,1698156682	0,9827245290
3570,1739631336	0,9825170820
3570,1781105990	0,9823025078
3570,1822580645	0,9820796500
3570,1864055299	0,9818464607
3570,1905529953	0,9816026749
3570,1947004608	0,9813474705
3570,1988479262	0,9810798598
3570,2029953917	0,9808006483
3570,2071428571	0,9805101349
3570,2112903225	0,9802086977
3570,2154377880	0,9798983496
3570,2195852534	0,9795804374
3570,2237327188	0,9792564344
3570,2278801843	0,9789286621
3570,2320276497	0,9785980712
3570,2361751152	0,9782651676
3570,2403225806	0,9779304719
3570,2444700460	0,9775924950
3570,2486175115	0,9772493920
3570,2527649769	0,9768990802
3570,2569124423	0,9765379965
3570,2610599078	0,9761633338
3570,2652073732	0,9757725351
3570,2693548387	0,9753620360
3570,2735023041	0,9749299183
3570,2776497695	0,9744742356
3570,2817972350	0,9739922052
3570,2859447004	0,9734831737
3570,2900921658	0,9729455006
3570,2942396313	0,9723765663
3570,2983870967	0,9717762051
3570,3025345622	0,9711428146
3570,3066820276	0,9704736431
3570,3108294930	0,9697683716
3570,3149769585	0,9690248637
3570,3191244239	0,9682400866
3570,3232718893	0,9674133731
3570,3274193548	0,9665418498
3570,3315668202	0,9656223498
3570,3357142857	0,9646534091
3570,3398617511	0,9636312227
3570,3440092165	0,9625523040
3570,3481566820	0,9614143962
3570,3523041474	0,9602124675
3570,3564516128	0,9589427127
3570,3605990783	0,9576020674
3570,3647465437	0,9561834345
3570,3688940092	0,9546829832
3570,3730414746	0,9530961148
3570,3771889400	0,9514146540
3570,3813364055	0,9496338652
3570,3854838709	0,9477476033
3570,3896313363	0,9457455255
3570,3937788018	0,9436224260
3570,3979262672	0,9413703062
